rwa,education,childhood,gender,hand,family_size,age,test_time
1.85,University degree,Suburban,Male,Right,2,26,221
9,Less than high school,"Urban (town, city)",Male,Right,2,14,87
2.25,University degree,Suburban,Male,Right,1,26,317
8.65,High school,"Urban (town, city)",Male,Right,6,19,197
1.3,Less than high school,Suburban,Male,Right,1,17,208
1.65,High school,Suburban,Male,Right,1,18,165
4.4,University degree,Rural (country side),Female,Right,4,55,278
1.8,Graduate degree,Suburban,Female,Right,2,29,265
1.85,Less than high school,"Urban (town, city)",Male,Right,3,15,213
1.45,University degree,Suburban,Male,Right,4,46,257
1.3,University degree,Rural (country side),Male,Left,3,24,139
1.55,High school,Rural (country side),Male,Right,2,18,245
2.8,Less than high school,Suburban,Male,Right,2,15,261
1.35,High school,"Urban (town, city)",Female,Right,1,25,158
1.4,Graduate degree,Suburban,Male,Right,2,44,263
1.65,Less than high school,"Urban (town, city)",Female,Right,1,16,128
1.4,University degree,Suburban,Male,Right,3,29,357
1.8,High school,Suburban,Male,Left,3,73,227
2.1,University degree,Rural (country side),Female,Right,2,30,311
2.3,High school,"Urban (town, city)",Male,Right,2,23,212
1.8,University degree,Suburban,Female,Right,5,52,121
3.5,High school,Suburban,Male,Right,2,21,171
1.2,High school,"Urban (town, city)",Male,Right,5,32,245
3,Graduate degree,Rural (country side),Female,Left,1,27,405
1.05,University degree,Rural (country side),Male,Right,2,22,176
1.25,High school,Suburban,Other,Right,3,25,1162
1.65,University degree,"Urban (town, city)",Male,Left,4,21,168
6.35,High school,"Urban (town, city)",Male,Right,1,20,341
8.9,High school,Suburban,Male,Right,3,17,349
1.5,Less than high school,Suburban,Male,Right,1,17,203
2,Less than high school,Suburban,Male,Right,3,18,488
1.55,High school,"Urban (town, city)",Male,Right,1,22,153
1.6,University degree,"Urban (town, city)",Male,Right,2,32,433
1.55,High school,Suburban,Male,Right,2,16,316
2.35,University degree,"Urban (town, city)",Male,Right,1,26,381
1,High school,Suburban,Female,Right,5,48,162
2.8,University degree,Suburban,Male,Right,2,20,330
2.3,University degree,"Urban (town, city)",Male,Right,1,45,303
3.9,High school,Suburban,Male,Right,2,16,142
1.3,University degree,"Urban (town, city)",Female,Right,2,33,156
1.2,Graduate degree,"Urban (town, city)",Female,Right,1,50,148
2.75,High school,Suburban,Female,Right,6,48,199
1.4,Graduate degree,Rural (country side),Female,Right,2,27,109
1,Graduate degree,Rural (country side),Other,Right,3,28,118
2.9,University degree,"Urban (town, city)",Male,Right,2,44,262
1.9,Less than high school,Suburban,Male,Right,1,16,186
4.2,University degree,Suburban,Female,Left,4,50,327
1.45,University degree,Rural (country side),Male,Right,3,32,309
8,High school,Suburban,Male,Right,1,16,185
1.9,High school,"Urban (town, city)",Male,Right,0,24,310
3.5,University degree,Suburban,Female,Right,1,19,189
1.25,University degree,Suburban,Male,Right,3,27,200
3.25,High school,Suburban,Female,Right,2,27,528
1.1,Less than high school,Rural (country side),Male,Right,2,17,418
7.6,High school,"Urban (town, city)",Male,Right,1,21,234
1,Less than high school,"Urban (town, city)",Male,Left,2,14,191
1.1,University degree,"Urban (town, city)",Female,Right,2,27,312
1.1,Graduate degree,"Urban (town, city)",Male,Right,2,26,170
2.1,High school,"Urban (town, city)",Female,Left,2,18,136
2.65,University degree,Rural (country side),Female,Right,2,28,239
2.2,Graduate degree,Rural (country side),Male,Right,4,44,302
2.55,University degree,Suburban,Male,Right,2,29,130
1.45,Graduate degree,"Urban (town, city)",Male,Right,2,66,131
1.25,University degree,Suburban,Male,Right,2,22,111
1.85,University degree,Suburban,Female,Right,5,47,270
6.2,High school,Suburban,Female,Right,2,16,184
2.4,High school,"Urban (town, city)",Male,Right,3,20,156
2.5,High school,Suburban,Female,Right,5,33,154
2.7,High school,Suburban,Female,Right,1,53,451
1.15,University degree,"Urban (town, city)",Male,Right,2,24,409
1.25,Graduate degree,"Urban (town, city)",Male,Left,3,68,213
1.65,Graduate degree,Suburban,Male,Right,3,52,183
1.15,High school,"Urban (town, city)",Male,Right,4,67,282
1.85,Graduate degree,Suburban,Female,Right,2,41,173
1.2,Graduate degree,Suburban,Female,Right,3,62,200
1.6,High school,"Urban (town, city)",Female,Right,3,20,145
6.8,University degree,Suburban,Male,Right,2,30,145
1.55,High school,"Urban (town, city)",Male,Both,0,20,269
1.75,Graduate degree,"Urban (town, city)",Female,Right,3,79,170
1,University degree,Suburban,Female,Left,3,41,245
5.8,University degree,"Urban (town, city)",Female,Right,1,26,148
3.75,University degree,Suburban,Male,Right,2,27,1066
5.1,University degree,Suburban,Male,Right,4,22,408
1.8,University degree,Suburban,Female,Right,2,56,424
6.05,High school,Suburban,Female,Right,2,32,274
1.85,University degree,"Urban (town, city)",Male,Right,1,24,235
1.55,University degree,Rural (country side),Female,Right,2,26,223
2,University degree,Suburban,Female,Right,1,26,285
5.9,Graduate degree,"Urban (town, city)",Male,Right,2,69,429
3.75,Less than high school,"Urban (town, city)",Male,Left,2,13,398
1.55,Graduate degree,Rural (country side),Female,Right,3,48,195
3.75,Graduate degree,Suburban,Male,Both,2,41,195
1.4,University degree,"Urban (town, city)",Male,Right,0,24,3054
2.1,Graduate degree,Suburban,Female,Right,3,42,254
1.65,High school,"Urban (town, city)",Male,Right,3,55,243
3.95,University degree,"Urban (town, city)",Male,Right,3,25,1316
3.75,University degree,Suburban,Male,Right,2,40,307
7.8,High school,Rural (country side),Male,Right,2,18,308
2.2,Graduate degree,Suburban,Male,Right,3,50,150
1.85,Graduate degree,Suburban,Male,Right,5,64,228
2.1,High school,"Urban (town, city)",Female,Right,4,25,404
2.9,High school,"Urban (town, city)",Male,Right,1,54,381
1.4,High school,"Urban (town, city)",Other,Right,2,18,198
5.35,University degree,Suburban,Female,Right,2,56,286
1.9,Graduate degree,Suburban,Male,Right,2,74,322
1.45,Graduate degree,Rural (country side),Male,Right,2,58,310
4.45,Less than high school,"Urban (town, city)",Male,Right,1,15,197
1,Graduate degree,Suburban,Female,Right,2,50,132
1.2,University degree,Suburban,Male,Right,2,24,100
9,High school,"Urban (town, city)",Male,Right,1,18,103
3.7,Graduate degree,Suburban,Male,Left,2,52,560
3.8,Less than high school,"Urban (town, city)",Male,Right,4,17,203
4.25,University degree,Suburban,Female,Right,3,23,286
1.05,High school,Suburban,Female,Left,2,17,219
1,Graduate degree,Rural (country side),Female,Right,1,35,148
2.35,University degree,Rural (country side),Male,Left,1,25,260
5.85,University degree,Rural (country side),Male,Left,2,23,215
5.3,University degree,Rural (country side),Male,Both,1,21,161
6.05,High school,Rural (country side),Male,Right,6,22,686
1.5,University degree,Suburban,Female,Right,2,22,164
1.4,University degree,Rural (country side),Female,Right,3,38,140
4.35,Less than high school,Rural (country side),Male,Right,2,14,258
1.8,Less than high school,Suburban,Female,Right,2,14,245
1,High school,Rural (country side),Male,Right,1,20,137
1,High school,"Urban (town, city)",Female,Right,2,20,162
1.5,University degree,Suburban,Female,Right,2,30,144
2.95,University degree,Suburban,Male,Right,5,61,315
3.3,Graduate degree,Suburban,Male,Right,2,85,282
1.25,Graduate degree,"Urban (town, city)",Male,Right,1,30,243
1.7,Less than high school,Suburban,Female,Right,1,15,170
2.5,Less than high school,Suburban,Female,Right,2,14,275
3.6,High school,Suburban,Male,Right,2,19,513
2.25,Graduate degree,Suburban,Female,Right,3,67,209
2.6,University degree,Suburban,Male,Left,3,37,189
1.15,University degree,Suburban,Male,Right,3,54,156
2.65,Less than high school,Rural (country side),Female,Right,2,14,164
2.15,High school,Suburban,Male,Right,1,27,177
1.2,High school,"Urban (town, city)",Female,Right,1,53,171
3.4,High school,Suburban,Male,Right,3,22,501
5.55,Less than high school,Suburban,Male,Left,3,16,299
7.45,Less than high school,Rural (country side),Female,Right,2,18,237
4.1,High school,"Urban (town, city)",Male,Right,2,18,175
5.55,Less than high school,Suburban,Male,Right,2,15,264
2.25,High school,"Urban (town, city)",Male,Right,2,34,191
1.95,Graduate degree,Rural (country side),Female,Left,7,21,241
1.9,University degree,Suburban,Male,Left,2,46,264
2.85,High school,Suburban,Female,Right,2,20,142
3.65,Less than high school,Suburban,Male,Right,1,16,167
6.45,Graduate degree,Suburban,Male,Right,3,35,495
2,Less than high school,"Urban (town, city)",Male,Right,1,17,303
1.25,University degree,"Urban (town, city)",Male,Right,3,55,170
1.6,University degree,"Urban (town, city)",Male,Right,4,65,207
3.2,University degree,Rural (country side),Female,Right,1,43,202
1.65,High school,"Urban (town, city)",Male,Right,4,71,137
1.3,University degree,Rural (country side),Female,Right,2,24,203
1,High school,"Urban (town, city)",Female,Left,1,20,154
6.6,Less than high school,"Urban (town, city)",Male,Right,1,17,192
5.8,High school,Suburban,Male,Right,2,18,450
1.75,High school,Suburban,Male,Right,3,18,228
3.45,High school,"Urban (town, city)",Male,Right,6,18,216
1.6,High school,Suburban,Female,Right,2,19,136
1.8,Graduate degree,Suburban,Male,Left,2,36,445
3.4,Less than high school,"Urban (town, city)",Female,Right,2,14,222
1.6,Graduate degree,Suburban,Male,Right,2,52,234
2,University degree,Suburban,Male,Right,3,68,375
1.4,University degree,Rural (country side),Female,Right,2,42,381
3.05,Graduate degree,Suburban,Female,Right,3,40,208
1.25,Graduate degree,Rural (country side),Male,Right,3,62,117
1.9,Graduate degree,Suburban,Male,Right,3,58,106
1.3,High school,Rural (country side),Female,Right,2,35,85
3.8,Graduate degree,"Urban (town, city)",Female,Right,2,42,446
1.4,Graduate degree,Rural (country side),Male,Right,3,77,266
5.1,University degree,Rural (country side),Male,Right,1,20,245
3.55,Graduate degree,Suburban,Male,Right,2,49,449
1.3,High school,Suburban,Female,Right,1,38,369
3.8,University degree,Rural (country side),Male,Right,2,31,190
1.7,University degree,Rural (country side),Male,Right,1,27,321
1.45,University degree,"Urban (town, city)",Male,Right,0,22,187
2.35,High school,Suburban,Male,Right,2,20,145
2.95,High school,Suburban,Male,Right,6,68,211
2.3,University degree,Rural (country side),Female,Right,1,62,202
1.15,Graduate degree,Suburban,Female,Right,3,57,462
4.1,University degree,Rural (country side),Male,Right,4,44,292
1.6,University degree,Rural (country side),Male,Right,3,22,208
3.4,Graduate degree,Suburban,Male,Right,1,45,162
1.35,High school,Suburban,Male,Right,11,41,172
5.35,University degree,Suburban,Female,Right,1,68,965
1.1,University degree,Suburban,Male,Right,6,30,206
1.95,Less than high school,"Urban (town, city)",Male,Right,1,16,241
1.45,Graduate degree,Rural (country side),Female,Right,4,49,432
1.1,University degree,Suburban,Female,Left,2,24,181
3.1,University degree,Suburban,Male,Right,2,28,221
1.65,University degree,Suburban,Male,Left,3,27,90
2.05,University degree,Rural (country side),Female,Right,2,23,209
4.5,High school,Rural (country side),Female,Right,2,18,156
1.25,High school,Rural (country side),Male,Right,4,17,160
1.55,Graduate degree,Suburban,Male,Right,4,29,255
1.25,Less than high school,Rural (country side),Other,Right,2,15,145
2.95,High school,"Urban (town, city)",Male,Right,1,16,181
5.2,University degree,Suburban,Male,Right,2,27,298
1.5,Graduate degree,Rural (country side),Female,Right,2,48,566
2.6,High school,"Urban (town, city)",Male,Right,6,49,301
2.6,Graduate degree,Suburban,Male,Left,2,30,118
1.75,Graduate degree,"Urban (town, city)",Male,Right,1,27,220
1,High school,Suburban,Male,Right,2,39,196
1.5,University degree,Rural (country side),Male,Right,1,36,217
1.2,Graduate degree,Suburban,Female,Right,3,75,310
2,High school,Rural (country side),Male,Left,4,16,162
1,University degree,Rural (country side),Female,Right,3,33,170
3.3,University degree,Rural (country side),Male,Right,3,60,207
1.65,University degree,"Urban (town, city)",Female,Right,2,36,164
9,University degree,Suburban,Male,Right,3,42,140
1.2,Less than high school,"Urban (town, city)",Male,Right,1,17,200
1.55,Graduate degree,Rural (country side),Other,Right,3,40,290
1.65,University degree,Suburban,Female,Right,3,43,329
3.05,University degree,Suburban,Female,Right,2,23,629
2.3,University degree,Suburban,Male,Left,6,49,256
1.5,High school,"Urban (town, city)",Female,Right,2,17,315
2.9,Graduate degree,Rural (country side),Male,Right,3,72,257
1.25,University degree,"Urban (town, city)",Male,Right,3,43,356
1.55,Graduate degree,Suburban,Male,Right,8,63,159
2.6,High school,Suburban,Male,Right,1,17,219
1.4,High school,Rural (country side),Female,Right,5,29,158
1.3,University degree,Suburban,Male,Right,2,22,115
4.6,University degree,"Urban (town, city)",Female,Right,2,45,211
1.45,High school,Suburban,Female,Right,2,18,517
2.1,Graduate degree,Rural (country side),Male,Right,2,55,495
1.35,Graduate degree,Rural (country side),Male,Right,3,53,291
3.15,Graduate degree,Suburban,Male,Right,3,24,390
6.7,University degree,Suburban,Female,Right,2,74,351
1.4,High school,Suburban,Female,Left,3,21,215
1.6,University degree,Rural (country side),Male,Right,2,26,241
2.45,University degree,Suburban,Female,Right,1,46,124
1.7,University degree,"Urban (town, city)",Female,Right,1,24,243
2.8,University degree,Suburban,Male,Right,2,46,350
2.4,University degree,Rural (country side),Male,Left,2,21,504
2.8,High school,"Urban (town, city)",Male,Right,2,17,213
1.05,Graduate degree,"Urban (town, city)",Male,Right,5,50,115
1.05,Graduate degree,"Urban (town, city)",Male,Right,2,35,164
2.05,University degree,Suburban,Male,Right,3,43,184
1.25,University degree,Suburban,Male,Right,2,23,161
2.6,University degree,"Urban (town, city)",Male,Right,3,23,2852
6.95,University degree,Suburban,Male,Right,5,26,161
1.35,Graduate degree,"Urban (town, city)",Male,Right,1,38,93
3,University degree,"Urban (town, city)",Male,Right,2,31,133
1.15,Graduate degree,"Urban (town, city)",Female,Right,1,64,149
2.7,University degree,Rural (country side),Male,Right,6,60,304
1.4,Graduate degree,Suburban,Male,Right,2,47,971
2.5,Graduate degree,Suburban,Male,Right,3,53,189
2.2,University degree,Suburban,Male,Right,3,45,266
2.15,University degree,Suburban,Male,Right,3,47,157
2.1,High school,Rural (country side),Male,Right,7,21,155
2.5,High school,Suburban,Male,Right,2,19,343
1,High school,Suburban,Male,Right,1,40,208
3.3,University degree,Suburban,Female,Right,3,55,178
2.3,Graduate degree,"Urban (town, city)",Male,Right,3,74,304
4.9,High school,"Urban (town, city)",Female,Left,1,18,333
5.95,Less than high school,Rural (country side),Male,Left,4,18,308
1.05,Graduate degree,Suburban,Female,Right,4,34,175
1.8,High school,Suburban,Other,Right,2,17,312
1.45,University degree,Rural (country side),Male,Left,5,30,195
1.4,University degree,Suburban,Male,Right,3,26,156
1.6,Graduate degree,"Urban (town, city)",Male,Right,4,32,132
6.05,Less than high school,Rural (country side),Male,Right,3,17,665
3.3,Graduate degree,"Urban (town, city)",Female,Right,3,27,306
1.55,High school,"Urban (town, city)",Male,Right,1,18,927
1.95,Graduate degree,Suburban,Male,Right,2,69,307
1.5,Graduate degree,Suburban,Female,Right,3,66,296
2.25,Less than high school,Rural (country side),Male,Right,1,18,291
2.1,High school,Rural (country side),Male,Right,2,19,180
2.6,High school,Suburban,Male,Right,2,18,205
8.65,Less than high school,Suburban,Male,Right,4,15,274
1.15,Graduate degree,"Urban (town, city)",Male,Left,3,31,137
1.45,University degree,Suburban,Female,Right,6,65,210
3.95,High school,"Urban (town, city)",Other,Left,4,25,218
2.75,High school,Suburban,Male,Right,1,20,363
1.5,University degree,"Urban (town, city)",Female,Right,3,34,227
1,Graduate degree,Rural (country side),Male,Both,3,46,184
1.2,Graduate degree,Suburban,Female,Right,5,65,165
8.8,University degree,Suburban,Male,Right,3,19,109
1.25,University degree,Suburban,Male,Right,2,39,236
1.6,University degree,"Urban (town, city)",Female,Right,3,25,369
3.75,High school,Suburban,Female,Right,2,20,93
3.05,High school,Suburban,Male,Right,2,60,309
6.35,Less than high school,"Urban (town, city)",Female,Right,2,16,220
2.1,Graduate degree,Suburban,Male,Right,3,42,303
1.15,High school,"Urban (town, city)",Other,Right,2,25,326
2.45,University degree,"Urban (town, city)",Male,Right,3,63,188
1.9,University degree,Rural (country side),Male,Left,3,36,488
